#Exported for mctoolsr
"#ASV_ID"	"Blank1"	"Blank2"	"p35m.-4C.0d"	"p35m.-4C.180d"	"p35m.-4C.30d"	"p35m.-4C.7d"	"p35m.12C.0d"	"p35m.12C.180d"	"p35m.12C.30d"	"p35m.12C.7d"	"p35m.4C.0d"	"p35m.4C.180d"	"p35m.4C.30d"	"p35m.4C.7d"	"p54m.-4C.0d"	"p54m.-4C.180d"	"p54m.-4C.30d"	"p54m.-4C.7d"	"p54m.12C.0d"	"p54m.12C.180d"	"p54m.12C.30d"	"p54m.12C.7d"	"p54m.4C.0d"	"p54m.4C.180d"	"p54m.4C.30d"	"p54m.4C.7d"	"p83m.-4C.0d"	"p83m.-4C.180d"	"p83m.-4C.30d"	"p83m.-4C.7d"	"p83m.12C.0d"	"p83m.12C.180d"	"p83m.12C.30d"	"p83m.12C.7d"	"p83m.4C.0d"	"p83m.4C.180d"	"p83m.4C.30d"	"p83m.4C.7d"	"pUS.12C.0d"	"pUS.12C.180d"	"pUS.12C.30d"	"pUS.12C.7d"	"taxonomy"
"ASV_10076"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfuricurvum;ASV_10076"
"ASV_10077"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;NA;ASV_10077"
"ASV_10078"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ASV_10078"
"ASV_10079"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;ASV_10079"
"ASV_1008"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_1008"
"ASV_10080"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;ASV_10080"
"ASV_10081"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus;ASV_10081"
"ASV_10082"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudorhodoplanes;ASV_10082"
"ASV_10083"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Thermobacillus;ASV_10083"
"ASV_10084"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;ASV_10084"
"ASV_10085"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;NA;ASV_10085"
"ASV_10086"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_10086"
"ASV_10087"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodopseudomonas;ASV_10087"
"ASV_10088"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Tumebacillus;ASV_10088"
"ASV_10089"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter;ASV_10089"
"ASV_1009"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	231	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;ASV_1009"
"ASV_10090"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;NA;ASV_10090"
"ASV_10091"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_10091"
"ASV_10092"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia;ASV_10092"
"ASV_10093"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10093"
"ASV_10094"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_10094"
"ASV_10095"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10095"
"ASV_10096"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;ASV_10096"
"ASV_10097"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 17;NA;NA;ASV_10097"
"ASV_10098"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;NA;NA;ASV_10098"
"ASV_10099"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Brevibacillales;Brevibacillaceae;Brevibacillus;ASV_10099"
"ASV_101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1478	1353	1143	811	301	0	84	243	296	36	1143	826	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_101"
"ASV_1010"	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	61	0	77	61	0	0	57	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;ASV_1010"
"ASV_10100"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;ASV_10100"
"ASV_10101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;NA;ASV_10101"
"ASV_10102"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_10102"
"ASV_10103"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;ASV_10103"
"ASV_10104"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;ASV_10104"
"ASV_10105"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_10105"
"ASV_10106"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;ASV_10106"
"ASV_10107"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina;ASV_10107"
"ASV_10108"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_10108"
"ASV_10109"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_10109"
"ASV_1011"	0	0	0	19	0	77	48	0	53	28	83	0	32	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;ASV_1011"
"ASV_10110"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;ASV_10110"
"ASV_10111"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_10111"
"ASV_10112"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV_10112"
"ASV_10113"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;ASV_10113"
"ASV_10114"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;Gitt-GS-136;NA;NA;NA;ASV_10114"
"ASV_10115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;ASV_10115"
"ASV_10116"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Neochlamydia;ASV_10116"
"ASV_10117"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_10117"
"ASV_10118"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_10118"
"ASV_10119"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;NA;ASV_10119"
"ASV_1012"	0	0	0	132	0	0	39	0	63	0	35	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	22	0	0	0	0	"Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;ASV_1012"
"ASV_10120"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_10120"
"ASV_10121"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_10121"
"ASV_10122"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Dependentiae;Babeliae;Babeliales;Babeliaceae;NA;ASV_10122"
"ASV_10123"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_10123"
"ASV_10124"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus;ASV_10124"
"ASV_10125"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_10125"
"ASV_10126"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;ASV_10126"
"ASV_10127"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;NA;ASV_10127"
"ASV_10128"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Amb-16S-1323;NA;ASV_10128"
"ASV_10129"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;NA;ASV_10129"
"ASV_1013"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	17	0	166	57	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Alicyclobacillus;ASV_1013"
"ASV_10130"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_10130"
"ASV_10131"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter;ASV_10131"
"ASV_10132"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_10132"
"ASV_10133"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;ASV_10133"
"ASV_10134"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;Gitt-GS-136;NA;NA;NA;ASV_10134"
"ASV_10135"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Thermoleophilia;NA;NA;NA;ASV_10135"
"ASV_10136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA;ASV_10136"
"ASV_10137"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;ASV_10137"
"ASV_10138"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS 17;NA;ASV_10138"
"ASV_10139"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;NA;ASV_10139"
"ASV_1014"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	31	120	64	0	7	0	74	30	0	0	0	0	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;ASV_1014"
"ASV_10140"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_10140"
"ASV_10141"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 17;NA;NA;ASV_10141"
"ASV_10142"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_10142"
"ASV_10143"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter;ASV_10143"
"ASV_10144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;ASV_10144"
"ASV_10145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;ASV_10145"
"ASV_10146"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;NA;NA;NA;NA;NA;ASV_10146"
"ASV_10147"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;NA;ASV_10147"
"ASV_10148"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;ASV_10148"
"ASV_10149"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_10149"
"ASV_1015"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	31	0	84	98	54	0	70	9	0	0	0	0	"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Neochlamydia;ASV_1015"
"ASV_10150"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_10150"
"ASV_10151"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;SH-PL14;ASV_10151"
"ASV_10152"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Anaerovorax;ASV_10152"
"ASV_10153"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ASV_10153"
"ASV_10154"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;NA;ASV_10154"
"ASV_10155"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_10155"
"ASV_10156"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;NA;ASV_10156"
"ASV_10157"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;ASV_10157"
